"code","iso","country","EEZ.raw.1990","EEZ.raw.1991","EEZ.raw.1992","EEZ.raw.1993","EEZ.raw.1994","EEZ.raw.1995","EEZ.raw.1996","EEZ.raw.1997","EEZ.raw.1998","EEZ.raw.1999","EEZ.raw.2000","EEZ.raw.2001","EEZ.raw.2002","EEZ.raw.2003","EEZ.raw.2004","EEZ.raw.2005","EEZ.raw.2006","EEZ.raw.2007","EEZ.raw.2008","EEZ.raw.2009","EEZ.raw.2010","EEZ.raw.2011","EEZ.raw.2012","EEZ.raw.2013","EEZ.raw.2014","EEZ.raw.2015","EEZ.raw.2016","EEZ.raw.2017","EEZ.raw.2018","EEZ.raw.2019","EEZ.raw.2020"
191,"HRV","Croatia",55526.8877255662,55526.8877255662,55526.8877255662,55526.8877255662,55526.8877255662,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877255551,55526.8877263857,55526.8877263857,55526.887726259,55526.8877262744,55526.8877262744,55526.8877262744,55526.8877262744
192,"CUB","Cuba",353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778826015,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825997,353970.778825998,353970.778825998,353970.778826026,353970.778826026,353970.778826109,353970.778826109,353970.778826109,353970.778826109,353970.778826109,353970.778826109,353970.778826109,353970.778826109
531,"CUW","Curacao",25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061,25552.7879800061
196,"CYP","Cyprus",98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954137,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954932,98691.6179954433,98691.6179954433,98691.6179954899,98691.6179954899,98691.6179954899,98691.6179954899
203,"CZE","Czech Republic",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"COD","Dem. Rep. Congo",13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723,13450.4615012723
208,"DNK","Denmark",104662.293647363,104662.293647363,104662.293647363,104662.293647384,104662.29364742,104662.293647384,104662.293647438,104662.293647438,104662.293647438,104662.293646699,104662.293646659,104662.29364672,104662.29364672,104662.293646617,104662.293646712,104662.293647249,104662.293647673,104662.29364773,104662.293647548,104662.293647512,104662.293648823,104662.293648813,104662.29364882,104662.293648886,104662.293648891,104662.293648881,104662.293648881,104662.293648815,104662.293648889,104662.293648888,104662.293648888
262,"DJI","Djibouti",7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827660447,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079,7514.38827661079
212,"DMA","Dominica",28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449646,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501,28741.5520449501
214,"DOM","Dominican Republic",387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.10935175,387235.109352308,387235.109352308,387235.109352308,387235.109352308,387235.109352308,387235.109352428,387235.109352428,387235.109352456,387235.109352456,387235.109352454,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443,387235.109352443
218,"ECU","Ecuador",1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189584,1137414.14189489,1137414.14189489,1137414.14189494,1137414.14189494,1137414.14189497,1137414.14189496,1137414.14189496,1137414.14189496,1137414.14189486,1137414.14189488,1137414.1418949,1137414.14189489,1137414.14189489,1137414.14189494,1137414.14189499,1137414.14189499,1137414.14189518,1137414.14189521,1137414.14189515,1137414.14189505,1137414.14189505,1137414.14189505
818,"EGY","Egypt",263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840131,263956.147840186,263956.147840186,263956.147840186,263956.147840186,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317,263956.147840317
222,"SLV","El Salvador",95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133695,95685.2123133851,95685.2123133851,95685.2123133851,95685.2123133851,95685.2123133851,95685.2123133851,95685.2123133851,95685.2123135465,95685.2123135465,95685.2123135465,95685.2123135465,95685.2123135465,95685.2123135465
226,"GNQ","Equatorial Guinea",306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935507,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477,306175.937935477
232,"ERI","Eritrea",NA,NA,NA,NA,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612,78803.3945015612
